938,1
964,1
963,1
962,1
967,1
961,1
979,1
959,1
984,1
961,1
984,1
958,1
984,1
968,1
975,1
930,1
984,1
984,1
915,1
926,1
920,1
871,1
904,1
939,1
984,1
984,1
920,1
899,1
888,1
892,1
873,1
984,1
984,1
865,1
869,1
857,1
868,1
945,1
871,1
825,1
955,1
984,1
968,1
953,1
930,1
917,1
949,1
932,1
926,1
984,1
984,1
946,1
970,1
956,1
949,1
958,1
964,1
927,1
963,1
937,1
924,1
956,1
951,1
958,1
984,1
970,1
959,1
984,1
984,1
897,1
925,1
921,1
936,1
981,1
982,1
959,1
948,1
882,1
828,1
826,1
852,1
891,1
954,1
933,1
890,1
978,1
980,1
974,1
983,1
983,1
983,1
982,1
982,1
983,1
980,1
924,1
902,1
884,1
797,1
787,1
771,1
775,1
843,1
983,1
983,1
898,1
904,1
843,1
840,1
853,1
811,1
810,1
835,1
805,1
829,1
887,1
912,1
898,1
941,1
883,1
880,1
983,1
983,1
827,1
807,1
795,1
823,1
852,1
831,1
853,1
838,1
775,1
795,1
906,1
788,1
798,1
844,1
807,1
814,1
983,1
983,1
855,1
836,1
843,1
817,1
799,1
784,1
792,1
822,1
813,1
794,1
879,1
858,1
834,1
867,1
857,1
824,1
975,1
983,1
863,1
841,1
823,1
805,1
785,1
795,1
774,1
762,1
786,1
767,1
792,1
807,1
843,1
782,1
810,1
754,1
783,1
884,1
834,1
746,1
780,1
788,1
861,1
840,1
724,1
723,1
737,1
758,1
804,1
804,1
768,1
804,1
798,1
756,1
781,1
955,1
791,1
820,1
838,1
819,1
857,1
861,1
799,1
813,1
826,1
781,1
829,1
854,1
823,1
830,1
848,1
791,1
837,1
982,1
814,1
788,1
809,1
775,1
807,1
853,1
817,1
826,1
841,1
792,1
798,1
826,1
782,1
790,1
830,1
820,1
824,1
915,1
829,1
758,1
764,1
725,1
718,1
740,1
710,1
727,1
760,1
756,1
805,1
855,1
809,1
736,1
846,1
884,1
801,1
984,1
912,1
733,1
745,1
720,1
722,1
766,1
751,1
763,1
801,1
813,1
780,1
804,1
809,1
787,1
832,1
803,1
983,1
984,1
984,1
984,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
984,1
984,1
983,1
984,1
983,1
983,1
984,1
984,1
983,1
984,1
983,1
932,1
823,1
718,1
741,1
766,1
736,1
786,1
794,1
749,1
756,1
784,1
736,1
766,1
765,1
748,1
984,1
958,1
819,1
830,1
817,1
765,1
760,1
764,1
727,1
733,1
769,1
845,1
849,1
814,1
794,1
805,1
817,1
780,1
979,1
951,1
791,1
775,1
765,1
781,1
787,1
853,1
833,1
826,1
827,1
797,1
753,1
753,1
749,1
729,1
751,1
766,1
908,1
926,1
854,1
799,1
804,1
790,1
734,1
742,1
767,1
750,1
804,1
814,1
777,1
816,1
838,1
797,1
788,1
832,1
971,1
984,1
831,1
764,1
755,1
801,1
794,1
827,1
844,1
793,1
777,1
778,1
758,1
739,1
765,1
753,1
777,1
817,1
929,1
924,1
899,1
789,1
769,1
777,1
736,1
731,1
759,1
765,1
781,1
859,1
826,1
813,1
836,1
815,1
781,1
813,1
984,1
984,1
864,1
841,1
803,1
859,1
881,1
819,1
827,1
814,1
762,1
775,1
796,1
767,1
806,1
821,1
814,1
879,1
942,1
983,1
862,1
815,1
734,1
758,1
778,1
731,1
803,1
836,1
821,1
859,1
875,1
806,1
798,1
803,1
768,1
751,1
897,1
950,1
843,1
845,1
823,1
840,1
845,1
780,1
776,1
766,1
836,1
853,1
876,1
914,1
846,1
852,1
821,1
808,1
980,1
982,1
983,1
918,1
839,1
800,1
823,1
826,1
786,1
835,1
867,1
873,1
910,1
842,1
850,1
953,1
982,1
938,1
982,1
982,1
949,1
940,1
982,1
955,1
967,1
976,1
891,1
907,1
935,1
933,1
927,1
936,1
939,1
911,1
938,1
932,1
967,1
983,1
964,1
917,1
941,1
944,1
924,1
950,1
941,1
909,1
917,1
944,1
882,1
983,1
983,1
983,1
983,1
983,1
950,1
983,1
983,1
929,1
956,1
978,1
957,1
959,1
969,1
898,1
916,1
983,1
983,1
983,1
983,1
942,1
932,1
968,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
926,1
965,1
983,1
968,1
982,1
982,1
983,1
983,1
982,1
981,1
983,1
983,1
983,1
982,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
974,1
983,1
983,1
960,1
941,1
983,1
948,1
973,1
983,1
984,1
983,1
968,1
941,1
984,1
983,1
983,1
984,1
984,1
983,1
983,1
983,1
983,1
983,1
983,1
984,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
951,1
896,1
909,1
934,1
932,1
968,1
967,1
983,1
983,1
983,1
983,1
983,1
983,1
965,1
983,1
983,1
965,1
979,1
983,1
983,1
983,1
983,1
983,1
983,1
973,1
974,1
983,1
983,1
983,1
983,1
983,1
983,1
976,1
950,1
925,1
983,1
976,1
934,1
983,1
983,1
961,1
982,1
983,1
979,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
910,1
920,1
954,1
912,1
983,1
983,1
983,1
983,1
982,1
975,1
973,1
983,1
983,1
983,1
983,1
964,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
982,1
983,1
983,1
982,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
924,1
879,1
858,1
972,1
983,1
983,1
983,1
984,1
983,1
983,1
983,1
983,1
982,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
982,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
976,1
948,1
913,1
921,1
957,1
907,1
939,1
979,1
983,1
982,1
982,1
983,1
982,1
982,1
983,1
982,1
982,1
983,1
983,1
982,1
983,1
982,1
983,1
983,1
982,1
982,1
983,1
982,1
982,1
983,1
983,1
983,1
983,1
982,1
983,1
983,1
983,1
956,1
919,1
920,1
931,1
921,1
900,1
981,1
983,1
874,1
860,1
855,1
854,1
885,1
869,1
897,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
952,1
983,1
957,1
983,1
983,1
983,1
956,1
976,1
935,1
969,1
983,1
982,1
982,1
983,1
982,1
983,1
983,1
983,1
983,1
983,1
983,1
982,1
983,1
983,1
982,1
983,1
983,1
983,1
983,1
982,1
956,1
958,1
929,1
980,1
977,1
876,1
924,1
983,1
922,1
982,1
983,1
983,1
916,1
945,1
982,1
982,1
982,1
982,1
982,1
982,1
982,1
983,1
983,1
983,1
983,1
983,1
956,1
982,1
984,1
983,1
983,1
983,1
955,1
904,1
924,1
978,1
910,1
914,1
942,1
938,1
932,1
976,1
962,1
963,1
898,1
983,1
983,1
983,1
958,1
904,1
843,1
879,1
875,1
864,1
879,1
852,1
869,1
876,1
820,1
852,1
930,1
881,1
879,1
979,1
983,1
983,1
870,1
887,1
863,1
864,1
841,1
876,1
871,1
930,1
982,1
950,1
847,1
894,1
863,1
850,1
875,1
918,1
983,1
983,1
889,1
844,1
860,1
904,1
900,1
872,1
845,1
790,1
859,1
937,1
858,1
839,1
835,1
792,1
804,1
826,1
931,1
876,1
809,1
774,1
777,1
800,1
754,1
761,1
779,1
751,1
814,1
983,1
813,1
832,1
852,1
818,1
831,1
871,1
983,1
959,1
818,1
751,1
760,1
757,1
733,1
755,1
781,1
746,1
766,1
785,1
796,1
807,1
847,1
785,1
828,1
926,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
983,1
984,1
983,1
982,1
983,1
959,1
956,1
983,1
984,1
983,1
955,1
850,1
809,1
983,1
984,1
983,1
825,1
765,1
751,1
741,1
781,1
822,1
869,1
896,1
832,1
863,1
880,1
824,1
824,1
831,1
789,1
784,1
800,1
764,1
767,1
786,1
764,1
756,1
796,1
771,1
784,1
814,1
776,1
822,1
841,1
768,1
770,1
781,1
734,1
734,1
741,1
706,1
707,1
712,1
688,1
710,1
734,1
699,1
711,1
713,1
700,1
753,1
774,1
704,1
707,1
711,1
699,1
711,1
717,1
695,1
735,1
720,1
